file,algo,level,target,n,seed_idx,interaction_edges,num_qubits,depth,size,num_2q_gates,program_communication,critical_depth,entanglement_ratio,parallelism,liveness,fiedler_topology,spectral_entropy_topology,laplacian_max_eig_topology,spectral_gap_ratio_topology,effective_resistance,log_spanning_trees,laplacian_energy,von_neumann_entropy,fiedler_2q_weighted,spectral_entropy_2q_weighted,gini_2q_multiplicity,edge_weight_mean_2q,edge_weight_max_2q,log_estrada_index,graph_density,graph_diameter,avg_clustering,n_components,max_degree,degree_variance,assortativity,num_triangles,twoq_temporal_locality,gate_entropy,num_unique_gates,depth_per_qubit,fiedler_at_half_depth,time_to_connected,has_2q_interactions,n_rotation_gates,mean_abs_angle,std_angle,sum_sin_sq_half,mean_angle_squared,angle_position_weighted,n_qubits,device,status,pre_routing_depth,pre_routing_2q,bare_routed_2q,bare_routed_depth,bare_n_active,mirror_routed_2q,mirror_routed_depth,mirror_n_active,mirror_over_bare_2q,err
graphstate_indep_none_10_s5.qasm,graphstate,indep,none,10,5,"[[0, 2], [0, 4], [0, 9], [1, 2], [1, 5], [1, 8], [2, 7], [3, 4], [3, 7], [3, 8], [4, 6], [5, 6], [5, 9], [6, 9], [7, 8]]",10.0,9.0,25.0,15.0,0.3333333333333333,0.4666666666666667,0.6,0.1975308641975308,0.5555555555555556,0.8533505224209772,2.086242265499661,5.456192797092511,0.1564003608662268,3.73494623655914,7.305188215393037,30.0,2.962889930494653,0.8533505224209772,2.086242265499661,0.0,1.0,1.0,3.649348371056496,0.3333333333333333,3.0,0.2,1.0,3.0,0.0,0.0,2.0,0.0,0.6730116670092565,2.0,0.9,0.0,0.5555555555555556,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10,FakeBrisbane,routed,8.0,15.0,51.0,84.0,10.0,102.0,160.0,10.0,2.0,
graphstate_indep_none_10_s6.qasm,graphstate,indep,none,10,6,"[[0, 4], [0, 5], [0, 8], [1, 3], [1, 6], [1, 7], [2, 4], [2, 7], [2, 9], [3, 6], [3, 9], [4, 7], [5, 6], [5, 8], [8, 9]]",10.0,9.0,25.0,15.0,0.3333333333333333,0.4666666666666667,0.6,0.1975308641975308,0.5555555555555556,1.120614758428183,2.083809984788478,5.000000000000001,0.2241229516856365,3.723529411764706,7.275864600546535,30.00000000000001,2.955593088361105,1.120614758428183,2.083809984788478,0.0,1.0,1.0,3.664043665930296,0.3333333333333333,3.0,0.3,1.0,3.0,0.0,0.0,3.0,0.0,0.6730116670092565,2.0,0.9,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10,FakeBrisbane,routed,8.0,15.0,45.0,89.0,13.0,74.0,140.0,12.0,1.6444444444444444,
graphstate_indep_none_10_s7.qasm,graphstate,indep,none,10,7,"[[0, 2], [0, 3], [0, 6], [1, 3], [1, 5], [1, 8], [2, 4], [2, 6], [3, 9], [4, 6], [4, 9], [5, 7], [5, 8], [7, 8], [7, 9]]",10.0,10.0,25.0,15.0,0.3333333333333333,0.5333333333333333,0.6,0.1666666666666666,0.5,0.4384471871911706,2.0740456057736627,5.000000000000002,0.0876894374382341,4.733333333333329,6.866933284461884,29.999999999999982,2.926299951316659,0.4384471871911706,2.0740456057736627,0.0,1.0,1.0,3.730363466413425,0.3333333333333333,4.0,0.4,1.0,3.0,0.0,0.0,4.0,0.0,0.6730116670092565,2.0,1.0,0.0,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10,FakeBrisbane,routed,9.0,15.0,42.0,79.0,10.0,78.0,166.0,10.0,1.8571428571428568,
graphstate_indep_none_10_s8.qasm,graphstate,indep,none,10,8,"[[0, 4], [0, 5], [0, 9], [1, 3], [1, 5], [1, 6], [2, 3], [2, 6], [2, 7], [3, 7], [4, 7], [4, 9], [5, 8], [6, 8], [8, 9]]",10.0,12.0,25.0,15.0,0.3333333333333333,0.6666666666666666,0.6,0.1203703703703703,0.4166666666666667,0.8850924585232445,2.085620739441981,5.618033988749896,0.1575448742915476,3.752904989747094,7.288244401020127,30.000000000000007,2.961025352321612,0.8850924585232445,2.085620739441981,0.0,1.0,1.0,3.6557547040268177,0.3333333333333333,3.0,0.2,1.0,3.0,0.0,0.0,2.0,0.0,0.6730116670092565,2.0,1.2,4.558137092967612e-16,0.5833333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10,FakeBrisbane,routed,11.0,15.0,51.0,88.0,10.0,114.0,171.0,10.0,2.235294117647059,
graphstate_indep_none_10_s9.qasm,graphstate,indep,none,10,9,"[[0, 2], [0, 4], [0, 8], [1, 2], [1, 3], [1, 7], [2, 8], [3, 7], [3, 9], [4, 5], [4, 9], [5, 6], [5, 7], [6, 8], [6, 9]]",10.0,10.0,25.0,15.0,0.3333333333333333,0.5333333333333333,0.6,0.1666666666666666,0.5,1.0645676680299716,2.0875501291842555,5.472833908995257,0.1945185411675342,3.618881118881117,7.36073990305828,30.00000000000001,2.9668135215484384,1.0645676680299716,2.0875501291842555,0.0,1.0,1.0,3.638055869472316,0.3333333333333333,3.0,0.2,1.0,3.0,0.0,0.0,2.0,0.0,0.6730116670092565,2.0,1.0,0.0,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10,FakeBrisbane,routed,9.0,15.0,51.0,80.0,13.0,94.0,133.0,10.0,1.843137254901961,
graphstate_indep_none_11_s0.qasm,graphstate,indep,none,11,0,"[[0, 2], [0, 8], [1, 2], [1, 8], [3, 9], [3, 10], [4, 5], [4, 6], [5, 7], [6, 7], [9, 10]]",11.0,5.0,22.0,11.0,0.2,0.2727272727272727,0.5,0.34,0.8,0.0,2.035260359474345,4.0,0.0,3.166666666666667,5.34450674901741,22.0,2.6842263578288,0.0,2.035260359474345,0.0,1.0,1.0,3.338385289232394,0.2,2.0,0.2727272727272727,3.0,2.0,0.0,0.0,1.0,0.0,0.6931471805599453,2.0,0.4545454545454545,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11,FakeBrisbane,routed,4.0,11.0,23.0,27.0,11.0,24.0,52.0,11.0,1.0434782608695652,
graphstate_indep_none_11_s1.qasm,graphstate,indep,none,11,1,"[[0, 1], [0, 5], [1, 6], [2, 8], [2, 9], [3, 4], [3, 7], [4, 7], [5, 8], [6, 10], [9, 10]]",11.0,6.0,22.0,11.0,0.2,0.3636363636363636,0.5,0.2666666666666666,0.6666666666666666,0.0,2.0606865196269686,4.0,0.0,5.916666666666671,3.958212387897518,22.000000000000007,2.735078678134048,0.0,2.0606865196269686,0.0,1.0,1.0,3.309153018231589,0.2,4.0,0.2727272727272727,2.0,2.0,0.0,0.0,1.0,0.0,0.6931471805599453,2.0,0.5454545454545454,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11,FakeBrisbane,routed,5.0,11.0,26.0,36.0,15.0,32.0,46.0,12.0,1.2307692307692308,
graphstate_indep_none_11_s2.qasm,graphstate,indep,none,11,2,"[[0, 3], [0, 10], [1, 5], [1, 6], [2, 3], [2, 4], [4, 9], [5, 9], [6, 7], [7, 8], [8, 10]]",11.0,7.0,22.0,11.0,0.2,0.4545454545454545,0.5,0.2142857142857142,0.5714285714285714,0.3174929343376381,2.089223225716009,3.918985947228995,0.0810140527710053,9.99999999999999,2.3978952727983742,22.0,2.792152090312129,0.3174929343376381,2.089223225716009,0.0,1.0,1.0,3.260993833902639,0.2,5.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.6931471805599453,2.0,0.6363636363636364,0.0,0.8571428571428571,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11,FakeBrisbane,routed,6.0,11.0,32.0,60.0,13.0,40.0,56.0,13.0,1.25,
graphstate_indep_none_11_s3.qasm,graphstate,indep,none,11,3,"[[0, 5], [0, 9], [1, 4], [1, 7], [2, 4], [2, 8], [3, 6], [3, 10], [5, 9], [6, 10], [7, 8]]",11.0,6.0,22.0,11.0,0.2,0.3636363636363636,0.5,0.2666666666666666,0.6666666666666666,6.623171897403835e-17,2.028197829221596,3.618033988749895,1.8305996897757936e-17,3.333333333333335,5.215429706742266,21.999999999999996,2.670101297323301,6.623171897403835e-17,2.028197829221596,0.0,1.0,1.0,3.3584922361126788,0.2,2.0,0.5454545454545454,3.0,2.0,0.0,0.0,2.0,0.0,0.6931471805599453,2.0,0.5454545454545454,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11,FakeBrisbane,routed,5.0,11.0,26.0,48.0,11.0,24.0,46.0,11.0,0.9230769230769232,
graphstate_indep_none_11_s4.qasm,graphstate,indep,none,11,4,"[[0, 6], [0, 8], [1, 5], [1, 10], [2, 6], [2, 9], [3, 7], [3, 10], [4, 8], [4, 9], [5, 7]]",11.0,6.0,22.0,11.0,0.2,0.3636363636363636,0.5,0.2666666666666666,0.6666666666666666,2.673414325039118e-16,2.0757658422911005,4.0,6.683535812597796e-17,4.916666666666666,4.404499490525941,21.999999999999996,2.76523732346231,2.673414325039118e-16,2.0757658422911005,0.0,1.0,1.0,3.265488390964804,0.2,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.6931471805599453,2.0,0.5454545454545454,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11,FakeBrisbane,routed,5.0,11.0,29.0,39.0,11.0,44.0,78.0,11.0,1.5172413793103448,
graphstate_indep_none_11_s5.qasm,graphstate,indep,none,11,5,"[[0, 8], [0, 10], [1, 8], [1, 9], [2, 4], [2, 6], [3, 5], [3, 10], [4, 7], [5, 9], [6, 7]]",11.0,6.0,22.0,11.0,0.2,0.3636363636363636,0.5,0.2666666666666666,0.6666666666666666,0.0,2.072058101220896,4.0,0.0,5.249999999999999,4.266513747552037,21.999999999999982,2.757821841321901,0.0,2.072058101220896,0.0,1.0,1.0,3.2765646948659564,0.2,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.6931471805599453,2.0,0.5454545454545454,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11,FakeBrisbane,routed,5.0,11.0,29.0,46.0,11.0,32.0,46.0,11.0,1.103448275862069,
graphstate_indep_none_12_s0.qasm,graphstate,indep,none,12,0,"[[0, 2], [0, 6], [0, 7], [1, 5], [1, 10], [1, 11], [2, 4], [2, 9], [3, 6], [3, 8], [3, 11], [4, 8], [4, 11], [5, 7], [5, 10], [6, 9], [7, 8], [9, 10]]",12.0,8.0,30.0,18.0,0.2727272727272727,0.3333333333333333,0.6,0.25,0.625,0.9999999999999992,2.278352127852749,5.693525202227873,0.175638108988909,4.5742894056847545,9.018695487721343,36.00000000000001,3.5392195175539185,0.9999999999999992,2.278352127852749,0.0,1.0,1.0,3.766705605743619,0.2727272727272727,3.0,0.0833333333333333,1.0,3.0,0.0,0.0,1.0,0.0,0.6730116670092565,2.0,0.6666666666666666,9.997489638337193e-18,0.625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12,FakeBrisbane,routed,7.0,18.0,75.0,107.0,13.0,115.0,152.0,13.0,1.5333333333333334,
graphstate_indep_none_12_s1.qasm,graphstate,indep,none,12,1,"[[0, 2], [0, 7], [0, 8], [1, 5], [1, 6], [1, 9], [2, 3], [2, 6], [3, 4], [3, 7], [4, 7], [4, 8], [5, 10], [5, 11], [6, 11], [8, 9], [9, 10], [10, 11]]",12.0,11.0,30.0,18.0,0.2727272727272727,0.5,0.6,0.1570247933884297,0.4545454545454545,0.4112624469219704,2.269601972455473,5.588737553078027,0.0735877186960524,5.723809523809523,8.565983355585669,35.99999999999998,3.5129690513620906,0.4112624469219704,2.269601972455473,0.0,1.0,1.0,3.831352057151605,0.2727272727272727,5.0,0.1666666666666666,1.0,3.0,0.0,0.0,2.0,0.0,0.6730116670092565,2.0,0.9166666666666666,0.1671557809607368,0.3636363636363636,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12,FakeBrisbane,routed,10.0,18.0,51.0,84.0,13.0,102.0,178.0,13.0,2.0,
graphstate_indep_none_12_s10.qasm,graphstate,indep,none,12,10,"[[0, 2], [0, 6], [0, 9], [1, 2], [1, 3], [1, 4], [2, 8], [3, 5], [3, 11], [4, 7], [4, 10], [5, 7], [5, 10], [6, 7], [6, 8], [8, 9], [9, 11], [10, 11]]",12.0,13.0,30.0,18.0,0.2727272727272727,0.6111111111111112,0.6,0.1188811188811188,0.3846153846153846,0.7759763427489788,2.279377836535136,5.755107687322898,0.1348326364871096,4.680457855115388,8.999989642460728,36.00000000000001,3.5422966436010794,0.7759763427489788,2.279377836535136,0.0,1.0,1.0,3.7631925611952983,0.2727272727272727,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.6730116670092565,2.0,1.0833333333333333,0.0,0.5384615384615384,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12,FakeBrisbane,routed,12.0,18.0,75.0,168.0,15.0,106.0,213.0,12.0,1.413333333333333,
graphstate_indep_none_12_s11.qasm,graphstate,indep,none,12,11,"[[0, 1], [0, 7], [0, 10], [1, 7], [1, 10], [2, 4], [2, 6], [2, 11], [3, 5], [3, 8], [3, 9], [4, 6], [4, 8], [5, 6], [5, 11], [7, 8], [9, 10], [9, 11]]",12.0,8.0,30.0,18.0,0.2727272727272727,0.3333333333333333,0.6,0.25,0.625,0.4471187314896045,2.2672343697884347,5.63372342109562,0.079364693306625,5.642371995820272,8.537779825024625,35.999999999999986,3.5058662433609755,0.4471187314896045,2.2672343697884347,0.0,1.0,1.0,3.847817709600173,0.2727272727272727,4.0,0.25,1.0,3.0,0.0,0.0,3.0,0.0,0.6730116670092565,2.0,0.6666666666666666,1.1102230246251563e-16,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12,FakeBrisbane,routed,7.0,18.0,54.0,77.0,13.0,88.0,116.0,12.0,1.6296296296296295,
graphstate_indep_none_12_s12.qasm,graphstate,indep,none,12,12,"[[0, 1], [0, 3], [0, 4], [1, 4], [1, 10], [2, 6], [2, 9], [2, 11], [3, 5], [3, 10], [4, 9], [5, 7], [5, 8], [6, 7], [6, 9], [7, 8], [8, 11], [10, 11]]",12.0,10.0,30.0,18.0,0.2727272727272727,0.4444444444444444,0.6,0.1818181818181818,0.5,0.7294025645915565,2.2701837098995514,5.338660949418405,0.1366265008215249,5.038345362202618,8.737933858114136,35.999999999999986,3.514714263694325,0.7294025645915565,2.2701837098995514,0.0,1.0,1.0,3.8277695852169007,0.2727272727272727,4.0,0.25,1.0,3.0,0.0,0.0,3.0,0.0,0.6730116670092565,2.0,0.8333333333333334,0.0,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12,FakeBrisbane,routed,9.0,18.0,54.0,99.0,12.0,106.0,164.0,12.0,1.962962962962963,
