file,algo,level,target,n,seed_idx,interaction_edges,num_qubits,depth,size,num_2q_gates,program_communication,critical_depth,entanglement_ratio,parallelism,liveness,fiedler_topology,spectral_entropy_topology,laplacian_max_eig_topology,spectral_gap_ratio_topology,effective_resistance,log_spanning_trees,laplacian_energy,von_neumann_entropy,fiedler_2q_weighted,spectral_entropy_2q_weighted,gini_2q_multiplicity,edge_weight_mean_2q,edge_weight_max_2q,log_estrada_index,graph_density,graph_diameter,avg_clustering,n_components,max_degree,degree_variance,assortativity,num_triangles,twoq_temporal_locality,gate_entropy,num_unique_gates,depth_per_qubit,fiedler_at_half_depth,time_to_connected,has_2q_interactions,n_rotation_gates,mean_abs_angle,std_angle,sum_sin_sq_half,mean_angle_squared,angle_position_weighted,n_qubits,device,seed,status,polarization,polarization_raw,p_success,n_active,routed_2q,mirror_depth,ideal_peak,err
graphstate_indep_none_10_s18.qasm,graphstate,indep,none,10,18,"[[0, 4], [0, 5], [0, 8], [1, 4], [1, 6], [1, 8], [2, 5], [2, 6], [2, 9], [3, 4], [3, 8], [3, 9], [5, 7], [6, 7], [7, 9]]",10.0,9.0,25.0,15.0,0.3333333333333333,0.4666666666666667,0.6,0.1975308641975308,0.5555555555555556,0.9999999999999996,2.092785257637276,5.999999999999999,0.1666666666666666,3.5333333333333337,7.454719949363999,29.999999999999982,2.9825189069074978,0.9999999999999996,2.092785257637276,0.0,1.0,1.0,3.6063680618879808,0.3333333333333333,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.6730116670092565,2.0,0.9,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,FakeBrisbane,42.0,labeled,0.3084722712819241,0.3084722712819241,0.3793313811615422,10.0,96.0,149.0,1.000000000000007,
graphstate_indep_none_10_s2.qasm,graphstate,indep,none,10,2,"[[0, 3], [0, 4], [0, 5], [1, 2], [1, 5], [1, 6], [2, 3], [2, 8], [3, 8], [4, 6], [4, 7], [5, 7], [6, 9], [7, 9], [8, 9]]",10.0,12.0,25.0,15.0,0.3333333333333333,0.6666666666666666,0.6,0.1203703703703703,0.4166666666666667,1.1206147584281825,2.091339349416753,5.5961546760086325,0.2002472810897076,3.50780430984275,7.448333860897475,29.999999999999996,2.9781811822459288,1.1206147584281825,2.091339349416753,0.0,1.0,1.0,3.611011746432947,0.3333333333333333,3.0,0.1,1.0,3.0,0.0,0.0,1.0,0.0,0.6730116670092565,2.0,1.2,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,FakeBrisbane,42.0,labeled,0.2797937631944126,0.2797937631944126,0.3546852122986823,10.0,108.0,241.0,1.000000000000007,
graphstate_indep_none_10_s3.qasm,graphstate,indep,none,10,3,"[[0, 1], [0, 7], [0, 8], [1, 2], [1, 3], [2, 4], [2, 7], [3, 5], [3, 6], [4, 5], [4, 6], [5, 9], [6, 9], [7, 8], [8, 9]]",10.0,10.0,25.0,15.0,0.3333333333333333,0.5333333333333333,0.6,0.1666666666666666,0.5,0.9223487300524532,2.0894242064175157,5.666950403940631,0.1627592733846901,3.637085678549095,7.377133712833952,29.999999999999982,2.972435753248216,0.9223487300524532,2.0894242064175157,0.0,1.0,1.0,3.62917231058114,0.3333333333333333,3.0,0.1,1.0,3.0,0.0,0.0,1.0,0.0,0.6730116670092565,2.0,1.0,0.0,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,FakeBrisbane,42.0,labeled,0.2796890292685789,0.2796890292685789,0.3504148365056125,10.0,108.0,183.0,1.000000000000008,
graphstate_indep_none_10_s4.qasm,graphstate,indep,none,10,4,"[[0, 1], [0, 4], [0, 9], [1, 2], [1, 3], [2, 5], [2, 7], [3, 4], [3, 8], [4, 6], [5, 8], [5, 9], [6, 7], [6, 9], [7, 8]]",10.0,10.0,25.0,15.0,0.3333333333333333,0.5333333333333333,0.6,0.1666666666666666,0.5,1.3819660112501044,2.095190388275628,5.618033988749897,0.2459874778289859,3.387825624667731,7.539558829301028,30.000000000000007,2.989734298822555,1.3819660112501044,2.095190388275628,0.0,1.0,1.0,3.5828101699942776,0.3333333333333333,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.6730116670092565,2.0,1.0,0.0,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,FakeBrisbane,42.0,labeled,0.2699251822237032,0.2699251822237032,0.3438262567105905,10.0,108.0,181.0,1.000000000000008,
graphstate_indep_none_10_s5.qasm,graphstate,indep,none,10,5,"[[0, 2], [0, 4], [0, 9], [1, 2], [1, 5], [1, 8], [2, 7], [3, 4], [3, 7], [3, 8], [4, 6], [5, 6], [5, 9], [6, 9], [7, 8]]",10.0,9.0,25.0,15.0,0.3333333333333333,0.4666666666666667,0.6,0.1975308641975308,0.5555555555555556,0.8533505224209771,2.086242265499661,5.456192797092509,0.156400360866227,3.7349462365591393,7.305188215393035,30.000000000000007,2.962889930494653,0.8533505224209771,2.086242265499661,0.0,1.0,1.0,3.649348371056496,0.3333333333333333,3.0,0.2,1.0,3.0,0.0,0.0,2.0,0.0,0.6730116670092565,2.0,0.9,0.0,0.5555555555555556,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,FakeBrisbane,42.0,labeled,0.2784533119252095,0.2784533119252095,0.3567593948267447,10.0,102.0,167.0,1.0000000000000062,
graphstate_indep_none_10_s6.qasm,graphstate,indep,none,10,6,"[[0, 4], [0, 5], [0, 8], [1, 3], [1, 6], [1, 7], [2, 4], [2, 7], [2, 9], [3, 6], [3, 9], [4, 7], [5, 6], [5, 8], [8, 9]]",10.0,9.0,25.0,15.0,0.3333333333333333,0.4666666666666667,0.6,0.1975308641975308,0.5555555555555556,1.1206147584281827,2.0838099847884783,5.000000000000001,0.2241229516856365,3.723529411764705,7.275864600546531,30.000000000000004,2.955593088361105,1.1206147584281827,2.0838099847884783,0.0,1.0,1.0,3.664043665930296,0.3333333333333333,3.0,0.3,1.0,3.0,0.0,0.0,3.0,0.0,0.6730116670092565,2.0,0.9,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,FakeBrisbane,42.0,labeled,0.2354194672397319,0.2354194672397319,0.3144216691068814,13.0,90.0,175.0,1.000000000000005,
graphstate_indep_none_10_s7.qasm,graphstate,indep,none,10,7,"[[0, 2], [0, 3], [0, 6], [1, 3], [1, 5], [1, 8], [2, 4], [2, 6], [3, 9], [4, 6], [4, 9], [5, 7], [5, 8], [7, 8], [7, 9]]",10.0,10.0,25.0,15.0,0.3333333333333333,0.5333333333333333,0.6,0.1666666666666666,0.5,0.4384471871911705,2.0740456057736627,5.000000000000003,0.087689437438234,4.733333333333329,6.866933284461886,30.000000000000004,2.926299951316659,0.4384471871911705,2.0740456057736627,0.0,1.0,1.0,3.730363466413425,0.3333333333333333,4.0,0.4,1.0,3.0,0.0,0.0,4.0,0.0,0.6730116670092565,2.0,1.0,0.0,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,FakeBrisbane,42.0,labeled,0.3415517489764834,0.3415517489764834,0.4156905807711079,10.0,84.0,157.0,1.0000000000000062,
graphstate_indep_none_10_s8.qasm,graphstate,indep,none,10,8,"[[0, 4], [0, 5], [0, 9], [1, 3], [1, 5], [1, 6], [2, 3], [2, 6], [2, 7], [3, 7], [4, 7], [4, 9], [5, 8], [6, 8], [8, 9]]",10.0,12.0,25.0,15.0,0.3333333333333333,0.6666666666666666,0.6,0.1203703703703703,0.4166666666666667,0.8850924585232445,2.085620739441981,5.618033988749896,0.1575448742915476,3.7529049897470954,7.288244401020125,30.0,2.961025352321612,0.8850924585232445,2.085620739441981,0.0,1.0,1.0,3.6557547040268177,0.3333333333333333,3.0,0.2,1.0,3.0,0.0,0.0,2.0,0.0,0.6730116670092565,2.0,1.2,5.551115123020944e-16,0.5833333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,FakeBrisbane,42.0,labeled,0.285711051277183,0.285711051277183,0.3502928257686676,10.0,102.0,181.0,1.000000000000007,
graphstate_indep_none_10_s9.qasm,graphstate,indep,none,10,9,"[[0, 2], [0, 4], [0, 8], [1, 2], [1, 3], [1, 7], [2, 8], [3, 7], [3, 9], [4, 5], [4, 9], [5, 6], [5, 7], [6, 8], [6, 9]]",10.0,10.0,25.0,15.0,0.3333333333333333,0.5333333333333333,0.6,0.1666666666666666,0.5,1.0645676680299725,2.087550129184256,5.47283390899526,0.1945185411675343,3.618881118881116,7.360739903058282,30.00000000000003,2.966813521548439,1.0645676680299725,2.087550129184256,0.0,1.0,1.0,3.638055869472317,0.3333333333333333,3.0,0.2,1.0,3.0,0.0,0.0,2.0,0.0,0.6730116670092565,2.0,1.0,0.0,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,FakeBrisbane,42.0,labeled,0.2477337346724966,0.2477337346724966,0.3217423133235724,13.0,102.0,159.0,1.000000000000007,
graphstate_indep_none_11_s0.qasm,graphstate,indep,none,11,0,"[[0, 2], [0, 8], [1, 2], [1, 8], [3, 9], [3, 10], [4, 5], [4, 6], [5, 7], [6, 7], [9, 10]]",11.0,5.0,22.0,11.0,0.2,0.2727272727272727,0.5,0.34,0.8,0.0,2.035260359474345,3.999999999999999,0.0,3.166666666666668,5.344506749017409,21.999999999999996,2.6842263578288,0.0,2.035260359474345,0.0,1.0,1.0,3.338385289232394,0.2,2.0,0.2727272727272727,3.0,2.0,0.0,0.0,1.0,0.0,0.6931471805599453,2.0,0.4545454545454545,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,FakeBrisbane,42.0,labeled,0.3415007466435641,0.3415007466435641,0.4481454367984382,11.0,46.0,53.0,1.0000000000000018,
graphstate_indep_none_11_s1.qasm,graphstate,indep,none,11,1,"[[0, 1], [0, 5], [1, 6], [2, 8], [2, 9], [3, 4], [3, 7], [4, 7], [5, 8], [6, 10], [9, 10]]",11.0,6.0,22.0,11.0,0.2,0.3636363636363636,0.5,0.2666666666666666,0.6666666666666666,0.0,2.060686519626969,4.0,0.0,5.916666666666669,3.958212387897518,22.0,2.735078678134048,0.0,2.060686519626969,0.0,1.0,1.0,3.309153018231589,0.2,4.0,0.2727272727272727,2.0,2.0,0.0,0.0,1.0,0.0,0.6931471805599453,2.0,0.5454545454545454,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,FakeBrisbane,42.0,labeled,0.3679681774860451,0.3679681774860451,0.4664470473401659,15.0,52.0,75.0,1.0000000000000009,
graphstate_indep_none_11_s2.qasm,graphstate,indep,none,11,2,"[[0, 3], [0, 10], [1, 5], [1, 6], [2, 3], [2, 4], [4, 9], [5, 9], [6, 7], [7, 8], [8, 10]]",11.0,7.0,22.0,11.0,0.2,0.4545454545454545,0.5,0.2142857142857142,0.5714285714285714,0.3174929343376375,2.089223225716009,3.918985947228996,0.0810140527710051,9.999999999999998,2.3978952727983724,22.000000000000004,2.792152090312128,0.3174929343376375,2.089223225716009,0.0,1.0,1.0,3.2609938339026385,0.2,5.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.6931471805599453,2.0,0.6363636363636364,0.0,0.8571428571428571,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,FakeBrisbane,42.0,labeled,0.3704717718235444,0.3704717718235444,0.4560761346998536,13.0,64.0,119.0,1.0000000000000036,
graphstate_indep_none_11_s3.qasm,graphstate,indep,none,11,3,"[[0, 5], [0, 9], [1, 4], [1, 7], [2, 4], [2, 8], [3, 6], [3, 10], [5, 9], [6, 10], [7, 8]]",11.0,6.0,22.0,11.0,0.2,0.3636363636363636,0.5,0.2666666666666666,0.6666666666666666,0.0,2.028197829221596,3.618033988749896,0.0,3.333333333333333,5.21542970674227,22.000000000000004,2.670101297323301,0.0,2.028197829221596,0.0,1.0,1.0,3.3584922361126788,0.2,2.0,0.5454545454545454,3.0,2.0,0.0,0.0,2.0,0.0,0.6931471805599453,2.0,0.5454545454545454,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,FakeBrisbane,42.0,labeled,0.4579805168193371,0.4579805168193371,0.5466081015129332,11.0,52.0,91.0,1.0000000000000018,
graphstate_indep_none_11_s4.qasm,graphstate,indep,none,11,4,"[[0, 6], [0, 8], [1, 5], [1, 10], [2, 6], [2, 9], [3, 7], [3, 10], [4, 8], [4, 9], [5, 7]]",11.0,6.0,22.0,11.0,0.2,0.3636363636363636,0.5,0.2666666666666666,0.6666666666666666,3.1225022567582533e-16,2.075765842291101,4.000000000000001,7.806255641895631e-17,4.916666666666665,4.404499490525941,21.999999999999982,2.76523732346231,3.1225022567582533e-16,2.075765842291101,0.0,1.0,1.0,3.265488390964804,0.2,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.6931471805599453,2.0,0.5454545454545454,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,FakeBrisbane,42.0,labeled,0.4193569603011004,0.4193569603011004,0.5092728160078087,11.0,58.0,85.0,1.0000000000000044,
graphstate_indep_none_11_s5.qasm,graphstate,indep,none,11,5,"[[0, 8], [0, 10], [1, 8], [1, 9], [2, 4], [2, 6], [3, 5], [3, 10], [4, 7], [5, 9], [6, 7]]",11.0,6.0,22.0,11.0,0.2,0.3636363636363636,0.5,0.2666666666666666,0.6666666666666666,0.0,2.072058101220896,4.0,0.0,5.250000000000003,4.266513747552034,22.000000000000004,2.7578218413219004,0.0,2.072058101220896,0.0,1.0,1.0,3.276564694865956,0.2,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.6931471805599453,2.0,0.5454545454545454,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,FakeBrisbane,42.0,labeled,0.4453795689943928,0.4453795689943928,0.5305026842362128,11.0,58.0,93.0,1.0000000000000036,
graphstate_indep_none_12_s0.qasm,graphstate,indep,none,12,0,"[[0, 2], [0, 6], [0, 7], [1, 5], [1, 10], [1, 11], [2, 4], [2, 9], [3, 6], [3, 8], [3, 11], [4, 8], [4, 11], [5, 7], [5, 10], [6, 9], [7, 8], [9, 10]]",12.0,8.0,30.0,18.0,0.2727272727272727,0.3333333333333333,0.6,0.25,0.625,0.9999999999999996,2.278352127852749,5.693525202227872,0.175638108988909,4.5742894056847545,9.018695487721343,35.99999999999999,3.5392195175539185,0.9999999999999996,2.278352127852749,0.0,1.0,1.0,3.7667056057436175,0.2727272727272727,3.0,0.0833333333333333,1.0,3.0,0.0,0.0,1.0,0.0,0.6730116670092565,2.0,0.6666666666666666,1.0951615718041717e-17,0.625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,FakeBrisbane,42.0,labeled,0.1243399493761543,0.1243399493761543,0.1853343094192289,13.0,150.0,213.0,1.0000000000000115,
graphstate_indep_none_12_s1.qasm,graphstate,indep,none,12,1,"[[0, 2], [0, 7], [0, 8], [1, 5], [1, 6], [1, 9], [2, 3], [2, 6], [3, 4], [3, 7], [4, 7], [4, 8], [5, 10], [5, 11], [6, 11], [8, 9], [9, 10], [10, 11]]",12.0,11.0,30.0,18.0,0.2727272727272727,0.5,0.6,0.1570247933884297,0.4545454545454545,0.4112624469219701,2.269601972455473,5.588737553078031,0.0735877186960523,5.723809523809526,8.565983355585669,36.0,3.51296905136209,0.4112624469219701,2.269601972455473,0.0,1.0,1.0,3.831352057151604,0.2727272727272727,5.0,0.1666666666666666,1.0,3.0,0.0,0.0,2.0,0.0,0.6730116670092565,2.0,0.9166666666666666,0.1671557809607376,0.3636363636363636,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,FakeBrisbane,42.0,labeled,0.2219724301844872,0.2219724301844872,0.2964860907759883,13.0,102.0,157.0,1.000000000000007,
graphstate_indep_none_12_s10.qasm,graphstate,indep,none,12,10,"[[0, 2], [0, 6], [0, 9], [1, 2], [1, 3], [1, 4], [2, 8], [3, 5], [3, 11], [4, 7], [4, 10], [5, 7], [5, 10], [6, 7], [6, 8], [8, 9], [9, 11], [10, 11]]",12.0,13.0,30.0,18.0,0.2727272727272727,0.6111111111111112,0.6,0.1188811188811188,0.3846153846153846,0.7759763427489781,2.279377836535136,5.755107687322895,0.1348326364871096,4.68045785511539,8.999989642460724,35.999999999999986,3.5422966436010794,0.7759763427489781,2.279377836535136,0.0,1.0,1.0,3.7631925611952974,0.2727272727272727,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.6730116670092565,2.0,1.0833333333333333,0.0,0.5384615384615384,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,FakeBrisbane,42.0,labeled,0.1135806163390806,0.1135806163390806,0.1677647632991703,15.0,150.0,335.0,1.0000000000000115,
graphstate_indep_none_12_s11.qasm,graphstate,indep,none,12,11,"[[0, 1], [0, 7], [0, 10], [1, 7], [1, 10], [2, 4], [2, 6], [2, 11], [3, 5], [3, 8], [3, 9], [4, 6], [4, 8], [5, 6], [5, 11], [7, 8], [9, 10], [9, 11]]",12.0,8.0,30.0,18.0,0.2727272727272727,0.3333333333333333,0.6,0.25,0.625,0.447118731489604,2.2672343697884347,5.633723421095618,0.079364693306625,5.642371995820274,8.537779825024625,36.0,3.5058662433609755,0.447118731489604,2.2672343697884347,0.0,1.0,1.0,3.847817709600173,0.2727272727272727,4.0,0.25,1.0,3.0,0.0,0.0,3.0,0.0,0.6730116670092565,2.0,0.6666666666666666,0.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,FakeBrisbane,42.0,labeled,0.2047396048453408,0.2047396048453408,0.2864812103465105,13.0,108.0,153.0,1.0000000000000098,
